ITEM,COMMENT,SPACE,POS_NEG,CR,ID,PRINT,RATE1,RATE2,RATE3,RATE4,FREQUENCY,FREQ_2,FREQ_3,FREQ_4,FREQ_5,FREQ_6
"Essence, Green Man Tree, Strawberry Tree,  Quietude","Enhances The Imagination, Increases The Potential For healing & Personal Spiritual Growth",,,,13145,0,4.62500000e+01,4.77500000e+01,,,,,,,,
"Essence, Green Man Tree, Tree Lichen, Wisdom","Allows consciousness to move beyond time & space by going everywhere without going anywhere, balances all chakras, brings sense of independence & detachment without isolation",,,,13147,0,5.05000000e+01,4.44000015e+01,2.47999992e+01,4.95000000e+01,,,,,,
"Essence, Green Man Tree, Whitebeam, Other World","stimulates fine levels of perception, balances creativity & insight with a keen awareness & alertness, increases harmony with cosmic energies & opens the heart to recognize the underlying energy that supports all life",,,,13149,0,3.06000004e+01,7.47500000e+01,,,,,,,,
"Essence, Green Man Tree, Yew, Protection","For all issues of survival & protection, strengthens blood & immune system, particularly live, helps absorption of nutrients, protects from harm by activating the highest spiritual values of survival & protection",,,,13150,0,3.97500000e+01,5.12500000e+01,,,,,,,,
"Essence, Green Man Tree, Aspen, Delight","For intuition & intellect, balances over analysis, fears are calmed, broader perspective, amusement with wise laughter",,,,13151,0,3.65000000e+01,5.72500000e+01,,,,,,,,
"Essence, Green Man Tree, Atlas Cedar, Resilience","Releases & removes out of date patterns, helps achieve personal path, aids with coping with change & adversity",,,,13152,0,5.02500000e+01,6.47500000e+01,,,,,,,,
"Essence, Green Man Tree, Cedar of Lebanon, Turmoil","Lessens The Resistance To Needed Change, Clearer Messages From Within & Universe For Appropriate Actions, Increases Peaceful Flow, Reduces Turmoil",,,,13153,0,3.17500000e+01,8.85000000e+01,,,,,,,,
"Essence, Green Man Tree, Douglas Fir, Standing Alone","Helps One Find One'S Place, The Part Of The Whole, Helps With Spontaneous Energy, Freedom To Be Oneself",,,,13154,0,5.20000000e+01,5.25000000e+01,,,,,,,,
"Essence, Green Man Tree, Eucalyptus, Sustenance","Provides the opportunity to restore energy, smooth integration of the energy, correct relationships & flow",,,,13155,0,4.82500000e+01,7.00000000e+01,,,,,,,,
"Essence, Green Man Tree, Fig Tree, Generator","Helps express needs, feelings of emptiness, letting go, provides energy to achieve",,,,13156,0,5.45000000e+01,7.52500000e+01,,,,,,,,
"Essence, Green Man Tree, Ginkgo, the Ancient Way","Helps harmonize with the Universe, invisibility, flowing with the tides, smooth flow of emotions, internal harmonization",,,,13158,0,4.50000000e+01,7.82500000e+01,,,,,,,,
"Essence, Green Man Tree, Juniper, Doorway","Releases old stresses, ancestral or old patterns, enhances feelings of generosity, relaxation",,,,13159,0,3.57500000e+01,8.04000015e+01,,,,,,,,
"Essence, Green Man Tree, Liquid amber, Sweet Tongue","Encourages A Calm Mind, Care For Self & Others, Balances Personal Energy Integrity, Self-awareness",,,,13160,0,4.17500000e+01,7.94000015e+01,,,,,,,,
"Essence, Green Man Tree, Lombardy Poplar, Aspiration","Provides inspiration to aspire, provides understanding of deep drives, unique creativity",,,,13161,0,5.47500000e+01,7.80000000e+01,,,,,,,,
"Essence, Green Man Tree, Medlar, Boundless","Boundless energy to achieve gaols, increases joy & happiness, provides total security, strength, humor, brightness & creative intelligence, provides energy to fuel core personal patterns",,,,13162,0,3.30000000e+01,6.15000000e+01,,,,,,,,
"Essence, Green Man Tree, Midland Hawthorn, Expansion","Energizes heart chakra & its relationship to personal growth, spiritual awareness, providing enthusiasm to enjoy & explore life",,,,13163,0,5.85000000e+01,7.52500000e+01,,,,,,,,
"Essence, Green Man Tree, Monkey Puzzle Tree, Fierce Compassion","Calms agression yet allows creative forceful action, strong energizing protection, expanded awareness",,,,13164,0,6.32500000e+01,7.67500000e+01,,,,,,,,
"Weed, Arrow Leaved Tearthumb, Polygonum dagittatum",,,,"JM98",13165,0,1.05000000e+01,5.57500000e+01,,,,,,,,
"Weed, Arrowgrass, Triglochim maritima",,,,"JM98",13166,0,3.75999985e+01,2.91000004e+01,,,,,,,,
"Weed, Arrowhead, Common, Sagittari latifolia",,,,"JM98",13168,0,2.56000004e+01,4.90000000e+01,,,,,,,,
"Weed, Arrowhead, Perennial, Sagittaria longiloba",,,,"JM98",13169,0,8.38000031e+01,3.70000000e+01,,,,,,,,
"Essence, Harebell Flower, Sage, Enjoyment","For the wisdom of not taking oneself too seriously a secret of longevity, helps awaken higher self",,,,13170,0,2.92500000e+01,2.95000000e+01,,,,,,,,
"Essence, Pacific Sea Flower, Barnacle, Trust","Radical Trust Is Necessary For The Release Of Deely Held Emotional Patterns & Traumas From Childhood, Useful For Releasing Unnatural Energies In The Female Reproductive System",,,,13172,0,5.02500000e+01,6.50000000e+01,,,,,,,,
"Essence, Pacific Sea Flower, Brown Kelp, Leaf of Faith","helps us take that leap of faith, strengthens resolve by increasing courage in cases of overwhelming odds, gives that extra edge needed to trust the process of healing and allowing it to be safe & appropriate",,,,13173,0,3.30000000e+01,4.80999985e+01,,,,,,,,
"Essence, Pacific Sea Flower, Jellyfish, Fluidity","Helps us go with the flow, encourages fluidity & letting go, helps us moe into the through the experience",,,,13174,0,4.00000000e+01,7.45000000e+01,,,,,,,,
"Essence, Pacific Sea Flower, Moon Snail, Forgiveness","Helps Cleanse The Mind By Forgetting What Does Not Ned To Be Remembered & Lets In All The Appropriate Healing Light",,,,13175,0,4.70000000e+01,6.70000000e+01,,,,,,,,
"Essence, Perelandra Garden, Broccoli, Balance Body, Soul","Stabilizes The Body/Soul So The Person Won'T Close Down, Detach & Scatter",,,,13176,0,1.83999996e+01,3.25999985e+01,,,,,,,,
"Essence, Perelandra Garden, Cauliflower, Stabilizes Childbirth","Stabilizes & Balances The Child During Birth Process",,,,13177,0,2.30000000e+01,7.00000000e+00,,,,,,,,
"Essence, Perelandra Garden, Celery, Restores Immune System","Restores Balance To Immune System When Overworked Or Stressed & During Long-Term Viral Or Bacterial Infections",,,,13178,0,2.16000004e+01,3.07999992e+01,,,,,,,,
"Essence, Perelandra Garden, Chives, Yin / Yang Balance","Reestablishes Power When The Internal Male/Female Dynamics Are Balanced",,,,13179,0,3.72000008e+01,1.23000002e+01,,,,,,,,
"Essence, Perelandra Garden, Corn, Stabilizes Transitions","Stabilization During Universal/Spiritual Expansion",,,,13181,0,3.07999992e+01,3.12000008e+01,,,,,,,,
"Essence, Perelandra Garden, Cucumber, Rebalances Depression","Rebalances During Depression, Vital Reattachment To Life",,,,13182,0,2.60000000e+01,3.55999985e+01,,,,,,,,
"Essence, Perelandra Garden, Dill, Releases Victimization","Assists One In Reclaiming Power Balance Given To Others, Releases Victimization",,,,13183,0,3.00000000e+01,1.38999996e+01,,,,,,,,
"Essence, Perelandra Garden, Nasturtium, Restores Energy","Restores Vital Physical Life Energy During Times Of Intense Mental-Level Focus",,,,13184,0,3.47999992e+01,2.87999992e+01,,,,,,,,
"Essence, Perelandra Garden, Okra, Positive Outlook","Ability To See The Positive",,,,13185,0,4.60000000e+01,5.15000000e+01,,,,,,,,
"Essence, Perelandra Garden, Salvia, Emotional Stability","Restores Emotional Stability During Times Of Extreme Stress",,,,13186,0,4.20000000e+01,3.75000000e+01,,,,,,,,
"Essence, Perelandra Garden, Snap Pea, Balances Daily Life","Rebalances Child Or Adult After A Nightmare",,,,13187,0,7.50000000e+00,3.72000008e+01,,,,,,,,
"Essence, Perelandra Garden, Squash, Summer, Courage","Restores Courage To One Who Experiences Fear & Resistance, Release Shyness & Phobia Issues",,,,13188,0,2.05000000e+01,1.26999998e+01,,,,,,,,
"Essence, Perelandra Garden, Yarrow, Yellow, Emotional Protection","Supplies Emotional Protection During Vulnerable Times",,,,13190,0,2.27999992e+01,3.75999985e+01,,,,,,,,
"Essence, Perelandra Garden, Zinnia, Inner Child","Reconnects One To The Child Within, Restores Playfulness, Laughter, Joy & Sense Of Healthy Priorities",,,,13191,0,2.62999992e+01,3.06000004e+01,,,,,,,,
"Essence, Perelandra Garden, Zucchini, Strength","Helps Restore Physical Strength During Convalescence",,,,13192,0,2.97999992e+01,5.52999992e+01,,,,,,,,
"Essence, Perelandra Garden, Pepper, Sweet Bell, Inner Peace","Restores Inner Peace, Clarity & Calm When Faced With Stress",,,,13193,0,4.15000000e+01,3.49000015e+01,,,,,,,,
"Essence, Perelandra Rose, Eclipse, Acceptance & Insight","Acceptance & Insight, Enhances The Appreciation Of Inner Knowing",,,,13195,0,3.01000004e+01,1.55000000e+01,,,,,,,,
"Essence, Perelandra Rose, Gruss an Aachen, Stability","Stability, Balances & Stabilizes The Body/Soul Unit On All Levels",,,,13196,0,1.90000000e+01,2.37999992e+01,,,,,,,,
"Essence, Perelandra Rose, Nymphenburg, Strength","Strength, Supports & Holds The Strengths Created By The Balance Of The Body/Soul Fusion, Facilitates The Ability To Regain Balance",,,,13197,0,4.54000015e+01,2.41000004e+01,,,,,,,,
"Essence, Perelandra Rose, Orange Ruffles, Receptivity","Receptivity, Stabilizes The Individual During Expansion Of The Sensory System",,,,13198,0,6.12500000e+01,3.15000000e+01,,,,,,,,
"Essence, Perelandra Rose, Peace, Courage","Opens The Inner Dynamic Of Courage That Is Aligned To Universal Courage",,,,13199,0,1.92500000e+01,3.64000015e+01,,,,,,,,
"Essence, Perelandra Rose, Royal Highness, Final Stabilization","Final Stabilization, Helps To Insulate, Protect & Stabilize While Vulnerable",,,,13200,0,3.85999985e+01,2.48999996e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H1N1, Flu (6-J111909)","H=Hemagglutinin, N=Neuraminidase",,,,13202,0,7.00000000e+00,9.62500000e+01,,,4.32999992e+01,,,,,
"Essence, Alaskan Flower, Cassandra, Chamaedaphne calyculata, Quieting the Mind","Enables the quieting of the mind in order to see and hear the expression of life on a more profound level",,,,13203,0,4.97999992e+01,6.05000000e+01,,,,,,,,
"Essence, Alaskan Flower, Cattail Pollen, Typha latifolia, Truth and Courage","Ability to stand tall in one's truth and courage during the process of emergence",,,,13204,0,4.20000000e+01,2.52999992e+01,,,,,,,,
"Essence, Alaskan Flower, Chiming Bells, Mertensia paniculata, Peace and Joy","Enables peace through the understanding of one's true nature and joy in the physical existence, aids in the spiritual awakening and awareness of nature",,,,13205,0,3.37999992e+01,2.62999992e+01,,,,,,,,
"Essence, Alaskan Flower, Columbine, Aquiliegia formosa, Self-Appreciation","Allows the appreciation of one's unique and personal beauty regardless of how it differs from others",,,,13206,0,3.25999985e+01,3.97500000e+01,,,,,,,,
"Essence, Alaskan Flower, Commandra, Geocaulon lividum, Awareness to Plant Energies","Enables He Focusing And The awareness To Open Plant Energies",,,,13207,0,5.20000000e+01,3.30000000e+01,,,,,,,,
"Essence, Alaskan Flower, Cotton Grass, Eriophorum sp., Release Pain, Heal","Allows the release of pain in the body, restores the equilibrium after injury or trauma, helps shift focus from pain to healing",,,,13208,0,4.80000000e+01,6.47500000e+01,,,,,,,,
"Essence, Alaskan Flower, Cow Parsnip, Heracleum lanatum, Peace of Mind","Promotes Inner Strength, Helps With Adapting To New Environment, Encourages Peace Of Mind With Present Circumstances",,,,13209,0,1.80000000e+01,5.87500000e+01,,,,,,,,
"Essence, Alaskan Flower, Dandelion, Taraxacum officinale, Body Mind Communication","Enables the release of emotional tension held in the muscle tissue, increase one's body-mind communication",,,,13210,0,4.35000000e+01,8.30000000e+01,,,,,,,,
"Essence, Alaskan Flower, Fireweed, Epilobium angustifolium, Renew and Restore","Strengthens The Grounding Connection To The Earth, Helps Break Up Old Patterns So That New Life Can Enter, Restores A Nurturing Flow Of Energy After Traumatic Experience",,,,13211,0,5.17999992e+01,7.08000031e+01,,,,,,,,
"Essence, Alaskan Flower, Foxglove, Digitalis purpurea, Heal the Heart","stimulates the release of emotional fear and tension and perceptual constrictions tothe heart of the matter",,,,13213,0,2.42500000e+01,3.60000000e+01,,,,,,,,
"Negative, Energy, Drain All",,,,,13215,0,3.60000000e+01,3.60000000e+01,,,,,,,,
"Energy, Install Protective Bubble Allowing Bad Energy Out and Good Energy In",,,,,13216,0,1.61000004e+01,3.50000000e+01,3.90000010e+00,6.90000010e+00,,,,,,
"Ray, Soul, Refresh and Extend",,,,,13217,0,2.25000000e+01,3.00000000e+00,,,,,,,,
"Chakra, Clean, Repair, Properly Spin, and Extend",,,,,13218,0,1.48999996e+01,1.00000000e+01,,,,,,,,
"Color, Convert to Solid Gem Energy","Use with a Specific Color to create a two bank rate",,,,13219,0,4.65000000e+01,3.99000015e+01,,,,,,,,
"Energy Flow, Chi or Qi, Activate or Stir","Physically tap the heal of each foot 3 times",,,,13220,0,2.30000000e+01,2.36000004e+01,,,,,,,,
"Energy, Jade Plate, Bottom of the Back of the Skull, to Correct Imbalance",,,,,13221,0,3.22000008e+01,2.25000000e+01,,,,,,,,
"Energy, Chi or Qi Balance at the Base of Skull about 1 Inch Behind each Ear",,,,,13222,0,3.95999985e+01,2.46000004e+01,,,,,,,,
"Energy, Kiss of God, Considered a Powerful Prayer and Blessing","Asking God to directly Intercede for the Benefit of the Witness",,,,13223,0,3.55000000e+01,2.13999996e+01,,,,,,,,
"Insect, Larva, Dead",,,,,13224,0,1.07500000e+01,9.22500000e+01,,,,,,,,
"Emotion, Higher Emotional Body, Mental",,,,,13225,0,2.60000000e+01,2.60000000e+01,,,,,,,,
"Emotion, Emotions, Sending Back, Releasing",,,,,13227,0,5.20000000e+01,2.50000000e+01,,,,,,,,
"Blocking Body, Protection",,,,,13228,0,3.60000000e+01,2.60000000e+01,5.25000000e+01,3.85000000e+01,,,,,,
"Blocking Body, Protection",,,,,13229,0,5.25000000e+01,3.85000000e+01,3.60000000e+01,2.60000000e+01,,,,,,
"Immune System, Cachexia, Wasting Disease where the body feeds on itself","Cytokines 34.00-54.25 level should be low",,,,13230,0,3.05000000e+01,2.45000000e+01,,,,,,,,
"Chemical, Petro, Methane, Xylene, Water Contaminant",,,,,13232,0,1.52500000e+01,7.82500000e+01,,,,,,,,
"Chemical, Petro, Methane, Xylene, Water Contaminant",,,,,13233,0,1.10000000e+01,9.15000000e+01,,,,,,,,
"Chemical, Petro, Benzene, Water Contaminant, Clear, Colorless, Flammable",,,,,13234,0,1.37500000e+01,9.00000000e+01,,,,,,,,
"Chemical, Petro, Benzene, Water Contaminant, Clear, Colorless, Flammable",,,,,13235,0,1.65000000e+01,8.35000000e+01,,,,,,,,
"Chemical, Petro, Methane, Xylene, Water Contaminant",,,,,13236,0,1.10000000e+01,9.15000000e+01,,,,,,,,
"Radiation, Magnetic Resonance Imaging, MRI, without Contrast",,,,,13237,0,1.20000000e+01,8.82500000e+01,,,,,,,,
"Drug, Armour Thyroid, 60 mg","a Thyroid Hormone used to trat low thyroid levels",,,,13239,0,9.75000000e+00,9.10000000e+01,,,,,,,,
"Radionic, Instrument Power Test for Balancing",,,,"TL10",13240,0,4.00000000e+01,8.50000000e+01,,,,,,,,
"Radionic, Instrument Performance",,,,"TL10",13241,0,4.45000000e+01,5.50000000e+01,,,,,,,,
"Radionic, Instrument Performance Potential",,,,"TL10",13242,0,4.35000000e+01,9.00000000e+01,,,,,,,,
"Animal, Appetite","Used To Analyze Or Stimulate",,,"TL10",13243,0,2.10000000e+01,6.40000000e+01,,,,,,,,
"Toxicity, General",,,,"TL10",13244,0,2.50000000e+01,6.80000000e+01,,,,,,,,
"Index, Detoxification General",,,,"TL10",13245,0,9.80000000e+01,2.00000000e+01,,,,,,,,
"Bacteria, Toxins, Anaerobic","Check Tetanus",,,"TL10",13246,0,5.40000000e+01,6.00000000e+01,,,,,,,,
"Diseases, Bacterial",,,,"TL10",13248,0,3.70000000e+01,1.00000000e+02,5.70000000e+01,1.00000000e+02,,,,,,
"Viral Diseases, Newviral 2/12/08",,,,"TL10",13249,0,6.00000000e+00,8.90000000e+01,,,,,,,,
"Plant, Viroid Disease",,,,"TL10",13250,0,1.70000000e+01,8.50000000e+01,,,,,,,,
"Bacteria, Staphylococcus, Gram-Positive",,,,"TL10",13252,0,6.65000000e+01,4.05000000e+01,,,,,,,,
"Index, Mycoplasma",,,,"TL10",13253,0,6.80000000e+01,1.00000000e+02,,,,,,,,
"Toxins, Myco",,,,"TL10",13254,0,2.45000000e+01,4.92500000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Uncertain Type C",,,,"TL10",13255,0,9.00000000e+01,9.20000000e+01,,,,,,,,
"Fungus, Fusarium Culmarum, Deoxynivalenol (DON), Vomitoxin, Mycotoxin","Type B Trichothecene, An Epoxy-Sesquiterpeneoid, Occurs In Grains Like Wheat, Barley, Oats, Rye, Maize Or Corn",,,"TL10",13257,0,1.20000000e+01,8.05000000e+01,,,,,,,,
"Fungus, Mycotoxin, Zearalenone, (ZEA), also known RAL, F-2 Mycotoxin","Causes Infertility, Abortion Or Other Breeding Problems Especially In Swine, Found Worldwide In Cereal Crops Like Maize (Corn), Barley, Oats, Wheat, Rice, Sorghum & In Bread",,,"TL10",13258,0,2.90000000e+01,2.27500000e+01,,,,,,,,
"Bacteria, Spiroplasma, without cell walls, Parasitic Lifestyle","Found In The Gut Or Hemolymph Of Insects, Phloem Of Plants, Require Rich Culture Medium, Cause Cataracts & Neurological Damage In Mice",,,"TL10",13260,0,6.60000000e+01,1.00000000e+02,,,,,,,,
"Immune System",,,,"TL10",13261,0,4.25000000e+01,6.92500000e+01,,,,,,,,
"Nutritional & Metabolic Disorders, Vitamin Imbalances, Vitamin Deficiencies, Livestock",,,,"TL10",13262,0,3.55000000e+01,7.25000000e+01,,,,,,,,
"Nutritional & Metabolic Disorders, Minerals, Trace Mineral Deficiencies",,,,"TL10",13263,0,8.15000000e+01,4.90000000e+01,,,,,,,,
"Nutritional & Metabolic Disorders, Minerals, Trace Mineral Deficiencies, Livestock",,,,"TL10",13264,0,4.05000000e+01,9.82500000e+01,,,,,,,,
"Musculoskeletal & Connective Tissue Disorders, Swine, Hogs, Osteoporosis",,,,"TL10",13265,0,4.40000000e+01,4.90000000e+01,,,,,,,,
"Antibodies, Colostrum Milk",,,,"TL10",13266,0,9.15000000e+01,7.35000000e+01,,,,,,,,
"Infectious Miscellaneous Diseases, Proteinaceous Infectious Particle, Prion","Infectious Agent Composed Primarily Of Protein, Affects The Structure Of The Brain Or Other Neural Tissue, Such As Bovine Spongiform Encephalopathy (Bse, Mad Cow), Creutzfeldt-Jakob Disease (Cjd, In Humans)",,,"TL10",13267,0,5.40000000e+01,1.00000000e+02,,,,,,,,
"Pain, Inside Right Knee",,,,,13268,0,6.60000000e+01,5.67999992e+01,,,,,,,,
"Hormone, Human Chorionic Gonadotrophin, HCG, Corpus Luteum, Shot Base","Used For Weight Loss",,,,13270,0,7.68199997e+01,4.03300018e+01,7.87099991e+01,5.84500008e+01,,,,,,
"Hormone, Estrogen, Dominance",,,,"TL10",13271,0,7.00000000e+01,5.00000000e+01,,,,,,,,
"Hormone, Xenoestrogens, industrially made compounds, have estrogenic effects & differ chemi",,,,"TL10",13272,0,6.50000000e+01,6.00000000e+01,,,,,,,,
"Hormone, Progesterone, produced in the Corpus Luteum,",,,,"TL10",13273,0,4.22500000e+01,6.22500000e+01,,,,,,,,
"Hormone, Testosterone, Testes",,,,"TL10",13274,0,6.90000000e+01,1.90000000e+01,,,,,,,,
"Hormone, Testosterone, Testes",,,,"TL10",13275,0,4.10000000e+01,4.50000000e+01,,,,,,,,
"Hormone, Porcine Somatotropin (pST) growth hormone naturally produced in pigs","Scientists Isolated The Gene From The Pig & Inserted It Into Bacteria Called Escherichia Coli, It Is Used To Increase The Weight",,,"TL10",13276,0,1.00000000e+01,8.30000000e+01,2.50000000e+01,6.60000000e+01,,,,,,
"Chemical, Petro, Methane, Xylene, Water Contaminant",,,,"TL10",13277,0,3.22500000e+01,6.95000000e+01,,,,,,,,
"Chemical, Petro, Methane, Xylene, Water Contaminant",,,,"TL10",13279,0,6.12500000e+01,6.44499969e+01,,,,,,,,
"Chemical, Hydrogen Sulfide, Colorless, very Poisonous, Flammable Gas","Has Characteristic Foul Odor Of Rotten Eggs",,,"TL10",13280,0,7.00000000e+00,8.00000000e+01,1.40000000e+01,7.50000000e+01,,,,,,
"Chemical, Alloxan, C4H2N2O4, A Toxic Glucose Analogue","Which Selectively Destroys Insulin-Producing Cells In The Pancreas (That Is Beta Cells) 
",,,"TL10",13281,0,2.05000000e+01,8.00000000e+01,,,,,,,,
"Chemical, Alloxan, C4H2N2O5, A Toxic Glucose Analogue","Which Selectively Destroys Insulin-Producing Cells In The Pancreas (That Is Beta Cells) 
",,,"TL10",13282,0,2.05000000e+01,7.82500000e+01,,,,,,,,
"Animal, Diseases, Swine, Virus, Porcine Reproductive & Respiratory Syndrome (PRRS)","In Baby Pigs, Piglets, Also Known As Blue-Ear Pig Disease",,,"TL10",13284,0,1.11000004e+01,8.05999985e+01,,,,,,,,
"Virus, Porcine Reproductive & Respiratory Syndrome (PRRS) in Sows","Also Known As Blue-Ear Pig Disease",,,"TL10",13285,0,3.80000000e+01,5.50000000e+01,,,,,,,,
"Virus, Porcine Reproductive & Respiratory Synrome (PRRS), Co-Virus","Also Known As Blue-Ear Pig Disease",,,"TL10",13287,0,6.14500008e+01,8.00000000e+01,,,,,,,,
"Animal, Diseases, Swine, Swine Influenza",,,,"TL10",13289,0,7.80000000e+01,5.10000000e+01,,,,,,,,
"Animal, Diseases, Swine, Swine Influenza",,,,"TL10",13290,0,7.80000000e+01,2.90000000e+01,,,,,,,,
"Animal, Diseases, Swine, Swine Influenza",,,,"TL10",13291,0,7.80000000e+01,3.70000000e+01,,,,,,,,
"Animal, Diseases, Swine, Swine Influenza",,,,"TL10",13293,0,7.80000000e+01,0.00000000e+00,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Respiratory Syncytial (RSV)",,,,"TL10",13294,0,4.30000000e+01,2.37500000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H1N1, Swine Flu","H=Hemagglutinin, N=Neuraminidase",,,"TL10",13295,0,2.23500004e+01,7.98499985e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H3N3, Avian & Swine","H=Hemagglutinin, N=Neuraminidase",,,"TL10",13297,0,3.45000000e+01,5.55000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H7N9, Avian, Chicken Flu","Bird Flu, Check All Modes Hidden, Reversal, Parasympathetic, Sympathetic, Emotional, H=Hemagglutinin, N=Neuraminidase 
",,,"TL10",13298,0,4.44999981e+00,8.30000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H7N9, Avian, Chicken Flu","Bird Flu, Check All Modes Hidden, Reversal, Parasympathetic, Sympathetic, Emotional, H=Hemagglutinin, N=Neuraminidase 
",,,"TL10",13299,0,2.19500008e+01,4.70000000e+01,,,,,,,,
"Colds, Common",,,,"TL10",13300,0,5.50000000e+01,5.10000000e+01,,,,,,,,
"Colds, Common",,,,"TL10",13301,0,1.30000000e+01,6.40000000e+01,,,,,,,,
"Colds, Common",,,,"TL10",13302,0,1.96499996e+01,6.53499985e+01,,,,,,,,
"Colds, Common, Nose & Cough",,,,"TL10",13303,0,4.40000000e+01,8.00000000e+00,,,,,,,,
"Essence, Green Man Tree, Aspen, Delight","For Intuition & Intellect, Balances Over Analysis, Fears Are Calmed, Broader Perspective, Amusement With Wise Laughter",,,,13304,0,5.80000000e+01,7.15000000e+01,,,,,,,,
"Essence, Green Man Tree, Atlas Cedar, Resilience","Releases & Removes Out Of Date Patterns, Helps Achieve Personal Path, Aids With Coping With Change & Adversity",,,,13305,0,4.57500000e+01,3.70000000e+01,,,,,,,,
"Essence, Green Man Tree, Cedar of Lebanon, Turmoil","Lessens The Resistance To Needed Change, Clearer Messages From Within & Universe For Appropriate Actions, Increases Peachful Flow, Reduces Turmoil",,,,13306,0,8.35000000e+01,5.87500000e+01,,,,,,,,
"Essence, Green Man Tree, Douglas Fir, Standing Alone","Helps One Find One'S Place, The Part Of The Whole, Helps With Spontaneous Energy, Freedom To Be Oneself",,,,13307,0,3.57500000e+01,7.77500000e+01,,,,,,,,
"Essence, Green Man Tree, Eucalyptus, Sustenance","Provides The Opportunity To Restore Energy, Smooth Integration Of The Energy, Correct Relationships & Flow",,,,13308,0,4.85000000e+01,7.20000000e+01,,,,,,,,
"Essence, Green Man Tree, Fig Tree, Generator","Helps Express Needs, Feelings Of Emptiness, Letting Go, Provides Energy To Achieve",,,,13309,0,4.47999992e+01,6.35000000e+01,,,,,,,,
"Essence, Green Man Tree, Ginkgo, the Ancient Way","Helps Harmonize With The Universe, Invisibility, Flowing With The Tides, Smooth Flow Of Emotions, Internal Harmonization",,,,13311,0,3.95000000e+01,4.72500000e+01,,,,,,,,
"Essence, Green Man Tree, Juniper, Doorway","Releases Old Stresses, Ancestral Or Old Patterns, Enhances Feelings Of Generosity, Relaxation",,,,13312,0,5.70000000e+01,6.60000000e+01,,,,,,,,
"Essence, Green Man Tree, Liquidamber, Sweet Tongue","Encourages A Calm Mind, Care For Self & Others, Balances Personal Energy Integrity, Self-Awareness",,,,13313,0,7.93000031e+01,5.80000000e+01,,,,,,,,
"Essence, Green Man Tree, Medlar, Boundless","Boundless Energy To Achieve Goals, Increases Joy & Happiness, Provides Total Security, Strength, Humor, Brightness & Creative Intelligence, Provides Energy To Fuel Core Personal Patterns",,,,13314,0,4.64000015e+01,6.95000000e+01,,,,,,,,
"Essence, Green Man Tree, Lombardy Poplar, Aspiration","Provides Inspiration To Aspire, Provides Understanding Of Deep Drives, Unique Creativity",,,,13315,0,3.80000000e+01,7.53000031e+01,,,,,,,,
"Essence, Green Man Tree, Midland Hawthorn, Expansion","Energizes Heart Chakra & Its Relationship To Personal Growth, Spiritual Awareness, Providing Enthusiasm To Enjoy & Explore Life",,,,13316,0,4.57500000e+01,6.57500000e+01,,,,,,,,
"Essence, Green Man Tree, Monkey Puzzle Tree, Fierce Compassion",,,,,13317,0,5.37999992e+01,8.94000015e+01,,,,,,,,
"Nutrient, Vitamin B15, Pangamic Acid, Water Soluble","Brewer's Yeast, Whole Brown Rice & Grains, Pumpkin & Sesame Seeds, Indicated For Use With Lead Poisoning",,,,13318,0,2.52500000e+01,6.32500000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Parainfluenza",,,,,13320,0,2.10000000e+01,8.30000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Parainfluenza",,,,,13321,0,4.90000000e+01,6.80000000e+01,,,,,,,,
"Vaccine, Influenza, 2009-10","Check for plagues & Mycoplasmas",,,,13322,0,2.52500000e+01,7.70000000e+01,,,,,,,,
"Vaccine, Influenza, 2009-10, Fluzone & Flulaval","Check For Plagues & Mycoplasmas",,,,13323,0,3.62999992e+01,5.25000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H5N1, Avain, Chicken Flu","Bird Flu, Check All Modes Hidden, Reversal, Parasympathetic, Sympathetic, Emotional, H=Hemagglutinin, N=Neuraminidase, 
",,,"TL10",13325,0,2.12500000e+01,7.54499969e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H5N1, Avain, Chicken Flu","Bird Flu, Check All Modes Hidden, Reversal, Parasympathetic, Sympathetic, Emotional, H=Hemagglutinin, N=Neuraminidase, 
",,,"TL10",13326,0,8.36500015e+01,3.95000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, H5N1, Avain, Chicken Flu","Bird Flu, Check All Modes Hidden, Reversal, Parasympathetic, Sympathetic, Emotional, H=Hemagglutinin, N=Neuraminidase, 
",,,"TL10",13327,0,6.72500000e+01,4.42500000e+01,,,,,,,,
